id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,price,latitude,longitude
19,Hotel Grand Pacific,4.5,Excellent,"['Pool', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",463 Belleville Street Victoria British Columbia,Canada,249.0,48.4206432,-123.372549817692
21,Le Saint-Sulpice,4.5,Excellent,"['Restaurant', 'Room service', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",414 Saint-Sulpice Montreal Quebec,Canada,190.0,52.4760892,-71.8258668
24,Coast Coal Harbour Vancouver Hotel by APA,4.5,Excellent,"['Pool', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Bar/Lounge', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Non-smoking rooms', 'Suites']",1180 West Hastings Street Vancouver British Columbia,Canada,183.0,49.28835455,-123.122191592124
29,Hotel Le Priori,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Breakfast included', 'Babysitting', 'Concierge', 'Dry Cleaning', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms', 'Suites']",15 rue Sault-au-Matelot Quebec City Quebec,Canada,159.0,52.4760892,-71.8258668
31,Mount Robson Inn,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Free parking', 'Breakfast included', 'Hot Tub', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",902 Connaught Dr (Main Street) Alberta,Canada,139.0,55.001251,-115.002136
33,Bear Hill Lodge,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",100 Bonhomme Road Alberta,Canada,117.0,55.001251,-115.002136
35,Maligne Lodge,3.5,Very good,"['Pool', 'Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",912 Connaught Dr. Alberta,Canada,145.0,52.871033,-118.089972
38,Tonquin Inn,3.5,Very good,"['Pool', 'Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Air conditioning', 'Kitchenette', 'Non-smoking rooms', 'Suites']",100 Juniper Avenue Alberta,Canada,145.0,53.5154605,-113.3101844
39,Fairmont Jasper Park Lodge,4.0,Very good,"['Free parking', 'Restaurant', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Free Internet', 'Bar/Lounge', 'Pool', 'Spa', 'Babysitting', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Golf Course', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Paid Wifi', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Sauna', 'Tennis Court', 'Wheelchair Access', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",Old Lodge Road Jasper Alberta,Canada,187.0,52.8882325,-118.0564112
40,Sawridge Inn and Conference Centre Jasper,4.0,Very good,"['Pool', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Restaurant', 'Spa', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",76 Connaught Drive Alberta,Canada,150.0,52.8665,-118.0934041
44,Athabasca Hotel,3.5,Very good,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Non-smoking rooms']",510 Patricia St Alberta,Canada,99.0,52.87657,-118.081459
45,Whistlers Inn,3.5,Very good,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",105 Miette Drive Alberta,Canada,169.0,52.8765995644426,-118.080613917096
47,Astoria Hotel,2.5,Average,"['Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Laundry Service', 'Non-smoking hotel', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",404 Connaught Drive Alberta,Canada,90.0,52.8774855087601,-118.080006530863
121,Best Western Pocaterra Inn,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Spa', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1725 Bow Valley Trail Canmore Alberta,Canada,109.0,51.0748046,-115.3325832
124,Super 8 by Wyndham Canmore,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1506 Bow Valley Trail Canmore Alberta,Canada,98.0,51.0748046,-115.3325832
126,Stoneridge Mountain Resort by CLIQUE,4.5,Excellent,"['Pool', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Business Centre with Internet Access', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",30 Lincoln Park Canmore Alberta,Canada,156.0,51.0818843,-115.341390014196
127,Silver Creek Lodge,4.0,Very good,"['Free parking', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Spa', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1818 Mountain Ave Canmore Alberta,Canada,109.0,51.1005883,-115.359206659906
129,Lady Macdonald Country Inn,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",1201 Bow Valley Trail Canmore Alberta,Canada,160.0,51.0911574,-115.350393596952
130,Creekside Villa,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",709 Benchlands Trail Canmore Alberta,Canada,131.0,51.08738515,-115.326490358613
132,The Howling Wolf Bed & Breakfast,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Refrigerator in room', 'Non-smoking rooms']",506 2 St Canmore Alberta,Canada,155.0,51.08369105,-115.353951447311
133,A Bear and Bison Canadian Country Inn,5.0,Excellent,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Hot Tub', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",705 Benchlands Trail Canmore Alberta,Canada,182.0,51.08707905,-115.326722636395
136,Days Inn by Wyndham Canmore,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Breakfast Available', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",1602 2 Ave Canmore Alberta,Canada,99.0,51.09641945,-115.355815490929
137,Basecamp Lodge,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Concierge', 'Conference Facilities', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",1002 Bow Valley Trail Canmore Alberta,Canada,89.0,51.08994395,-115.350422059851
138,Basecamp Resorts,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Multilingual Staff', 'Non-smoking hotel', 'Self-Serve Laundry', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1102 Bow Valley Trail Canmore Alberta,Canada,107.0,51.0748046,-115.3325832
139,The Lodges at Canmore,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",107 Montane Rd Canmore Alberta,Canada,104.0,51.0850916,-115.3427885
140,HI-Canmore/Alpine Club of Canada,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",201 Indian Flats Road Canmore Alberta,Canada,450.0,51.0780053,-115.3099243
146,Lamphouse Hotel,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",610 8th Street Canmore Alberta,Canada,98.0,55.001251,-115.002136
147,Canmore Inn & Suites,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1402 Bow Valley Trail Canmore Alberta,Canada,80.0,51.0937754,-115.354540789205
148,Canmore Rocky Mountain Inn,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Sauna', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",1719 Bow Valley Trail Canmore Alberta,Canada,85.0,51.10036005,-115.359982326946
149,The Malcolm Hotel by Clique,4.5,Excellent,"['Pool', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms', 'Suites']",321 Spring Creek Dr Canmore Alberta,Canada,136.0,51.08649535,-115.351882581548
151,Windtower Lodge & Suites,3.5,Very good,"['Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Bar/Lounge', 'Breakfast included', 'Banquet Room', 'Conference Facilities', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",Wind Tower 100-160 Kananaskis Way Canmore Alberta,Canada,89.0,55.001251,-115.002136
156,Big Horn Motel,2.5,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms']",#1 - Trans Canada Highway at Deadman's Flat Alberta,Canada,60.0,55.001251,-115.002136
159,Inn of the Rockies,3.5,Very good,"['Free parking', 'Pool', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Sauna', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1200 Harvie Heights Rd Canmore Alberta,Canada,169.0,55.001251,-115.002136
200,The Holman Grand Hotel,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Pool', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Restaurant', 'Bar/Lounge', 'Spa', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms', 'Suites']",123 Grafton St Charlottetown Prince Edward Island,Canada,167.0,46.2351781,-63.1273336
201,Delta Hotels by Marriott Prince Edward,4.5,Excellent,"['Pool', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Room service', 'Bar/Lounge', 'Spa', 'Breakfast Available', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",18 Queen St Charlottetown Prince Edward Island,Canada,175.0,46.2317868,-63.1238349
202,Sydney Boutique Inn & Suites,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Business Centre with Internet Access', 'Concierge', 'Dry Cleaning', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",55 Weymouth Street Charlottetown Prince Edward Island,Canada,116.0,46.2371285,-63.120461
203,The Great George,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",58 Great George St Charlottetown Prince Edward Island,Canada,179.0,46.2341552,-63.1244947616408
204,Dundee Arms Inn,4.0,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Room service', 'Breakfast Available', 'Dry Cleaning', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms', 'Suites']",200 Pownal St Charlottetown Prince Edward Island,Canada,117.0,46.23506475,-63.131044592765
205,Elmwood Heritage Inn,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Hot Tub', 'Non-smoking hotel', 'Air conditioning', 'Minibar', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",121 North River Rd Charlottetown Prince Edward Island,Canada,118.0,46.2360866714286,-63.1411884428571
208,Comfort Inn,4.0,Very good,"['Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Breakfast Available', 'Business Centre with Internet Access', 'Dry Cleaning', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",112 Capital Dr Charlottetown Prince Edward Island,Canada,140.0,46.26406295,-63.1558821626662
209,Hillhurst Inn,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms', 'Suites']",181 Fitzroy St Charlottetown Prince Edward Island,Canada,149.0,46.2389014,-63.125922
210,Suites of Euston,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",155 Euston St Charlottetown Prince Edward Island,Canada,55.0,46.23829205,-63.1291713157296
211,Royalty Maples Cottages and Motel,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms']",89 Malpeque Rd Charlottetown Prince Edward Island,Canada,88.0,46.272166,-63.15226
213,Inn on the Harbour,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",3 Hillsborough St Charlottetown Prince Edward Island,Canada,98.0,46.2349705333333,-63.1205908777778
